"study_ID" "type" "rgodHRother" "ma" "author_andor_study" "year" "Ntot" "ES" "SE" "unique" "citations" "countrycode" "jrnl_impact" "similarity" "N1" "N2" "remarks_N" "remarks_type" "remarks" "meta_nr" "typeWords" "Fisherz" "FisherzSE" "FisherzUncoined"
1203 1 1 "kavs" "Smith, Fagan, & Ulvund" 2002 69 0.276863823 0.123091491 1 10 "NO" 3.162 1 34.5 34.5 "no information about condition size available" NA NA "Meta-Analysis 53" "Correlational" 0.276863823 0.123091490979333 0.276863823
1204 1 1 "kavs" "Caron et al." 1983 15 0.725005088 0.288675135 1 NA "US" NA NA 7.5 7.5 "no information about condition size available" NA NA "Meta-Analysis 53" "Correlational" 0.725005088 0.288675134594813 0.725005088
1205 2 4 "kerr" "Lloyd" 1988 88 0.521821417 0.216798734 1 75 "GB" 3.292 1 44 44 NA NA NA "Meta-Analysis 54" "Group Differences" 0.25803765486023 0.108465228909328 0.25803765486023
1206 2 4 "kerr" "McDonald" 1989 34 0.682239711 0.35341254 1 25 "US" 2.353 1 16 18 NA NA NA "Meta-Analysis 54" "Group Differences" 0.334269316218935 0.179605302026775 0.334269316218935
1207 2 4 "kerr" "Smith" 1990 86 0.822464555 0.224598452 1 32 "GB" 3.292 1 43 43 NA NA NA "Meta-Analysis 54" "Group Differences" 0.400443921444311 0.10976425998969 0.400443921444311
1208 2 4 "kerr" "Teplin" 1991 54 0.889467445 0.285484341 1 136 "US" 3.736 1 28 26 NA NA NA "Meta-Analysis 54" "Group Differences" 0.430963692716105 0.140028008402801 0.430963692716105
1209 2 4 "kerr" "Sommerfelt" 1993 58 0.731709116 0.271258215 1 39 "NO" 1.842 0 29 29 NA NA NA "Meta-Analysis 54" "Group Differences" 0.358148653060437 0.134839972492648 0.358148653060437
1210 2 4 "kerr" "Levy-Shiff" 1994 180 0.915711901 0.156689079 1 73 "IL" 2.541 1 90 90 NA NA NA "Meta-Analysis 54" "Group Differences" 0.44320311844413 0.0751646028002829 0.44320311844413
1211 2 4 "kerr" "Sommerfelt" 1995 307 0.5 0.116131735 1 42 "NO" 2.905 1 144 163 NA NA NA "Meta-Analysis 54" "Group Differences" 0.247001500112045 0.0573539334676404 0.247001500112045
1212 2 4 "kerr" "Botting" 1998 301 0.467974158 0.11723964 1 173 "GB" 3.292 1 138 163 NA NA NA "Meta-Analysis 54" "Group Differences" 0.231115629525616 0.0579284446363492 0.231115629525616
1213 2 4 "kerr" "Wolke" 1999 528 1.018305137 0.09250791 1 215 "GB" 3.292 1 264 264 NA NA NA "Meta-Analysis 54" "Group Differences" 0.489383109974582 0.0436435780471985 0.489383109974582
1214 2 4 "kerr" "Stjernqvist" 1999 122 1.109628428 0.194507314 1 134 "SE" 1.842 1 61 61 NA NA NA "Meta-Analysis 54" "Group Differences" 0.529694447488428 0.0916698497028211 0.529694447488428
1215 2 4 "kerr" "Saigal" 2000 274 0.785105937 0.125920548 1 228 "CA" 5.297 1 150 124 NA NA NA "Meta-Analysis 54" "Group Differences" 0.381462762187218 0.0607456739230787 0.381462762187218
1216 2 4 "kerr" "Taylor" 2000 109 1.298251065 0.211674936 1 169 "US" 4.235 0 60 49 NA NA NA "Meta-Analysis 54" "Group Differences" 0.607709233452605 0.0971285862357264 0.607709233452605
1217 2 4 "kerr" "Magill-Evansal" 2002 43 0.2616984 0.307041708 1 14 "CA" 1.418 1 20 23 NA NA NA "Meta-Analysis 54" "Group Differences" 0.130162504538118 0.158113883008419 0.130162504538118
1218 2 4 "kerr" "Grunau" 2002 104 1.560330468 0.241974801 1 78 "CA" 4.252 0 74 30 NA NA NA "Meta-Analysis 54" "Group Differences" 0.658312436944863 0.0995037190209989 0.658312436944863
1219 2 4 "kerr" "Anderson" 2003 478 0.620238749 0.093935219 1 387 "AU" 30.387 1 258 220 NA NA NA "Meta-Analysis 54" "Group Differences" 0.304414437255875 0.0458831467741124 0.304414437255875
1220 2 4 "kerr" "Cooke" 2003 466 0.793429625 0.097248703 1 110 "GB" 2.905 1 268 198 NA NA NA "Meta-Analysis 54" "Group Differences" 0.382796025075011 0.0464739412340173 0.382796025075011
1221 2 4 "kerr" "Taylor" 2004 100 0.877651868 0.209560174 1 81 "US" 3.009 1 48 52 NA NA NA "Meta-Analysis 54" "Group Differences" 0.42551696179792 0.101534616513362 0.42551696179792
1222 2 4 "kerr" "Marlow" 2005 401 1.417411122 0.11359768 1 729 "GB" 54.42 1 241 160 NA NA NA "Meta-Analysis 54" "Group Differences" 0.647823683908616 0.0501254707117086 0.647823683908616
1223 2 4 "kerr" "Caravale" 2005 60 0.971384519 0.273001647 1 80 "IT" 3.861 1 30 30 NA NA NA "Meta-Analysis 54" "Group Differences" 0.468378115750946 0.132453235706504 0.468378115750946
1224 2 4 "kerr" "Hack" 2005 376 1.016605239 0.109800432 1 236 "US" 5.297 1 200 176 NA NA NA "Meta-Analysis 54" "Group Differences" 0.487701349891314 0.0517780373078498 0.487701349891314
1225 2 4 "kerr" "Caldú" 2006 50 1.17837132 0.306407555 1 39 "ES" 1.666 1 25 25 NA NA NA "Meta-Analysis 54" "Group Differences" 0.559529585433847 0.145864991497895 0.559529585433847
1226 2 4 "kerr" "Narberhaus" 2007 62 1.861248879 0.397387109 1 28 "ES" 1.666 1 9 53 NA NA NA "Meta-Analysis 54" "Group Differences" 0.615955256369078 0.130188910980824 0.615955256369078
1227 2 4 "kerr" "Mu" 2008 189 1.135650042 0.167491396 1 4 "TW" 1.695 1 130 59 NA NA NA "Meta-Analysis 54" "Group Differences" 0.504553890009261 0.0733235575106767 0.504553890009261
1228 2 4 "kerr" "Roberts" 2009 276 0.698414195 0.137462003 1 25 "AU" 3.736 1 77 199 NA NA "According to note forest plot: N total = Ncase(4396) + Ncontrol(745720) = 750116" "Meta-Analysis 54" "Group Differences" 0.308330386574697 0.0605227532668802 0.308330386574697
1229 2 4 "kerr" "Soria-Pastor" 2009 42 1.102232447 0.331538588 1 38 "ES" 5.297 1 20 22 NA NA "According to note forest plot: N total = Ncase(4396) + Ncontrol(745720) = 750117" "Meta-Analysis 54" "Group Differences" 0.525910643388264 0.160128153805087 0.525910643388264
1230 2 4 "kerr" "Woodward" 2009 212 0.674701698 0.141220542 1 69 "NZ" 3.861 1 105 107 NA NA "According to note forest plot: N total = Ncase(4396) + Ncontrol(745720) = 750118" "Meta-Analysis 54" "Group Differences" 0.331244972192125 0.0691714463866075 0.331244972192125
1231 2 4 "khad" "Crow male" 1995 NA -0.709 0.26 1 137 "GB" 3.355 1 NA NA "no information about condition size available" NA "According to note forest plot: N total = Ncase(4396) + Ncontrol(745720) = 750120" "Meta-Analysis 55" "Group Differences" NA NA NA
1232 2 4 "khad" "Crow female" 1995 NA -0.518 0.269 1 137 "GB" 3.355 1 NA NA "no information about condition size available" NA "According to note forest plot: N total = Ncase(4396) + Ncontrol(745720) = 750121" "Meta-Analysis 55" "Group Differences" NA NA NA
1233 2 4 "khad" "Walker" 2002 3796 -0.15 0.178 1 26 "GB" 3.162 1 32 3764 "no information about condition size available" NA "According to note forest plot: N total = Ncase(4396) + Ncontrol(745720) = 750123" "Meta-Analysis 55" "Group Differences" 0.0137135924764903 0.0162371042342872 -0.0137135924764903
1234 2 4 "khad" "Cannon dunedin" 2002 631 -0.504 0.175 1 364 "US" 13.747 1 33 598 "no information about condition size available" NA "According to note forest plot: N total = Ncase(4396) + Ncontrol(745720) = 750124" "Meta-Analysis 55" "Group Differences" 0.111969990042284 0.0399043442233811 -0.111969990042284
1235 2 4 "khad" "Seidman" 2006 92 -0.648 0.226 1 53 "US" 2.158 1 31 61 "no information about condition size available" NA "According to note forest plot: N total = Ncase(4396) + Ncontrol(745720) = 750125" "Meta-Analysis 55" "Group Differences" 0.301692616980175 0.105999788000636 -0.301692616980175
1236 2 4 "khad" "Gunnell" 2002 109551 -0.26 0.129 1 70 "GB" 7.343 1 60 109491 "no information about condition size available" NA "According to note forest plot: N total = Ncase(4396) + Ncontrol(745720) = 750127" "Meta-Analysis 55" "Group Differences" 0.00608301881423332 0.00302132728991134 -0.00608301881423332
1237 2 4 "khad" "Caspi" 2003 88 -0.6 0.218 1 82 "IL" 4.426 1 44 44 "no information about condition size available" NA "According to note forest plot: N total = Ncase(4396) + Ncontrol(745720) = 750128" "Meta-Analysis 55" "Group Differences" 0.295673047563422 0.108465228909328 -0.295673047563422
1238 2 4 "khad" "Zammit" 2004 49523 -0.527 0.063 1 177 "GB" 13.747 1 362 49161 "no information about condition size available" NA NA "Meta-Analysis 55" "Group Differences" 0.0448768686392834 0.0044937580115351 -0.0448768686392834
1239 2 4 "khad" "Reichenberg" 2005 551322 -0.565 0.023 1 82 "US" 13.747 1 1856 549466 "no information about condition size available" NA NA "Meta-Analysis 55" "Group Differences" 0.0327208840580816 0.00134678577340695 -0.0327208840580816
1240 2 4 "khad" "Urfer-Parnas" 2010 22310 -0.372 0.025 1 16 "DK" 5.428 1 1779 20531 "no information about condition size available" NA NA "Meta-Analysis 55" "Group Differences" 0.100601414105864 0.00669544452975487 -0.100601414105864
1241 2 1 "klop" "salarirad" 2011 106 -0.213171347 0.098532928 1 3 "GB" 3.107 1 53 53 "no information about condition size available" NA NA "Meta-Analysis 56" "Group Differences" 0.213171347 0.0985329278164293 -0.213171347
1242 2 1 "klop" "aggarwal" 2010 575 -0.060072156 0.041812101 1 14 "US" 7.008 1 287.5 287.5 "no information about condition size available" NA NA "Meta-Analysis 56" "Group Differences" 0.060072156 0.0418121005003545 -0.060072156
1243 2 1 "klop" "vannorsdal" 2009 44 -0.070114671 0.156173762 1 19 "US" 1.921 1 22 22 "no information about condition size available" NA NA "Meta-Analysis 56" "Group Differences" 0.070114671 0.156173761888606 -0.070114671
1244 2 1 "klop" "au" 2006 1819 0.010000333 0.023466163 1 127 "US" 7.008 1 909.5 909.5 "no information about condition size available" NA NA "Meta-Analysis 56" "Group Differences" -0.010000333 0.0234661627231966 0.010000333
1245 2 1 "klop" "shenkin" 2005 105 -0.120581028 0.099014754 1 51 "GB" 3.698 1 52.5 52.5 "no information about condition size available" NA NA "Meta-Analysis 56" "Group Differences" 0.120581028 0.0990147542976674 -0.120581028
1246 2 1 "klop" "leaper" 2001 95 -0.171666664 0.104257207 1 51 "GB" 6.214 1 47.5 47.5 "no information about condition size available" NA NA "Meta-Analysis 56" "Group Differences" 0.171666664 0.104257207028537 -0.171666664
1247 2 1 "klop" "garde" 2000 26 -0.050041729 0.208514414 1 137 "DK" 39.207 1 13 13 "no information about condition size available" NA NA "Meta-Analysis 56" "Group Differences" 0.050041729 0.208514414057075 -0.050041729
1248 2 1 "klop" "decarli" 1995 261 -0.435611223 0.062257281 1 325 "US" 8.303 1 130.5 130.5 "no information about condition size available" NA NA "Meta-Analysis 56" "Group Differences" 0.435611223 0.062257280636469 -0.435611223
1249 2 1 "klop" "schmidt" 1995 329 -0.090244188 0.055384878 1 80 "AU" 7.008 1 164.5 164.5 "no information about condition size available" NA NA "Meta-Analysis 56" "Group Differences" 0.090244188 0.0553848775621711 -0.090244188
1250 2 4 "koni" "McMillan" 1987 24 -0.1 0.31 1 50 "GB" 5.58 NA 12 12 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.0499791900693487 0.218217890235992 -0.0499791900693487
1251 2 4 "koni" "Catroppa" 1999 27 0.13 0.27 1 26 "AU" 2.181 0 13.5 13.5 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" -0.0649543159702415 0.204124145231932 0.0649543159702415
1252 2 4 "koni" "Catroppa" 2005 25 0.17 0.28 1 34 "AU" 3.009 0 12.5 12.5 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" -0.0848979771881698 0.21320071635561 0.0848979771881698
1253 2 4 "koni" "Catroppa" 2005 25 0.22 0.28 1 34 "AU" 3.009 0 12.5 12.5 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" -0.109779365920543 0.21320071635561 0.109779365920543
1254 2 4 "koni" "Tremont" 1999 30 -0.81 0.27 1 24 "US" 2.181 1 15 15 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.394673691445097 0.192450089729875 -0.394673691445097
1255 2 4 "koni" "Ropacki" 2003 17 -0.85 0.36 1 17 "US" 1.921 1 8.5 8.5 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.413145994832217 0.267261241912424 -0.413145994832217
1256 2 4 "koni" "Wood" 2007 118 -0.83 0.14 1 15 "GB" 3.009 0 59 59 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.403926191741735 0.0932504808240314 -0.403926191741735
1257 2 4 "koni" "Barker" 2010 16 -0.13 0.35 1 11 "GB" 3.451 1 8 8 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.0649543159702414 0.277350098112615 -0.0649543159702414
1258 2 4 "koni" "Weddel" 2010 78 -0.81 0.17 1 7 "GB" 2.441 0 39 39 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.394673691445097 0.115470053837925 -0.394673691445097
1259 2 4 "koni" "Knights" 1991 26 -1.53 0.32 1 80 "CA" 1.861 1 13 13 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.705104005445957 0.208514414057075 -0.705104005445957
1260 2 4 "koni" "Knights" 1991 26 -0.4 0.28 1 80 "CA" 1.861 1 13 13 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.198690110349241 0.208514414057075 -0.198690110349241
1261 2 4 "koni" "Watt" 2006 23 -0.26 0.3 1 7 "AU" 1.861 1 11.5 11.5 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.12963659033633 0.223606797749979 -0.12963659033633
1262 2 4 "koni" "Kelly" 1997 50 -1.11 0.21 1 3 "US" 0.608 0 25 25 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.529856898372382 0.145864991497895 -0.529856898372382
1263 2 4 "koni" "Barker" 2010 16 -0.26 0.36 1 11 "GB" 3.451 1 8 8 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.12963659033633 0.277350098112615 -0.12963659033633
1264 2 4 "koni" "Kaplan" 1992 26 -1.53 0.26 1 35 "US" 1.861 0 13 13 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.705104005445957 0.208514414057075 -0.705104005445957
1265 2 4 "koni" "Trudel" 1998 55 -1.2 0.21 1 17 "US" 1.872 NA 27.5 27.5 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.568824898732248 0.138675049056307 -0.568824898732248
1266 2 4 "koni" "Schmitter-Edgecombe" 2004 22 -0.53 0.3 1 15 "US" 3.425 0 11 11 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.261992499538448 0.229415733870562 -0.261992499538448
1267 2 4 "koni" "Ferri" 2009 44 -1.66 0.25 1 2 "ES" 1.289 NA 22 22 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.755923299990814 0.156173761888606 -0.755923299990814
1268 2 4 "koni" "Schmitter-Edgecombe" 1992 20 -0.77 0.34 1 32 "US" 2.158 0 10 10 "no information about condition size available" NA NA "Meta-Analysis 57" "Group Differences" 0.376072418884752 0.242535625036333 -0.376072418884752
1269 2 4 "korm" "Allin" 2007 106 0.537763949 0.211340383 1 31 "GB" 4.252 1 72 34 NA NA NA "Meta-Analysis 58" "Group Differences" 0.248446470376912 0.0985329278164293 0.248446470376912
1270 2 4 "korm" "Allin" 2006 224 0.93900584 0.150295065 1 29 "GB" 5.58 1 153 71 NA NA NA "Meta-Analysis 58" "Group Differences" 0.424086453145881 0.0672672793996312 0.424086453145881
1271 2 4 "korm" "Breslau" 2006 713 0.399804396 0.076341216 1 10 "US" 3.162 1 405 308 NA NA NA "Meta-Analysis 58" "Group Differences" 0.196771383982092 0.0375293312520401 0.196771383982092
1272 2 4 "korm" "Ehrenstein" 2009 17666 0.274060499 0.037730404 1 19 "DK" 4.975 1 734 16932 NA NA NA "Meta-Analysis 58" "Group Differences" 0.0546630823336772 0.00752432880572576 0.0546630823336772
1273 2 4 "korm" "Gaddlin" 2008 116 0.783106276 0.192707952 1 13 "SE" 1.842 1 59 57 NA NA NA "Meta-Analysis 58" "Group Differences" 0.382127035010204 0.0940720868383597 0.382127035010204
1274 2 4 "korm" "Hallin" 2010 106 0.921600167 0.20434197 1 14 "SE" 1.842 1 52 54 NA NA NA "Meta-Analysis 58" "Group Differences" 0.44580401551014 0.0985329278164293 0.44580401551014
1275 2 4 "korm" "Kontis" 2009 108 0.580366794 0.199134668 1 36 "GB" 1.644 1 63 45 NA NA NA "Meta-Analysis 58" "Group Differences" 0.282357829479735 0.0975900072948533 0.282357829479735
1276 2 4 "korm" "Lohaugen" 2010 136 1.047316124 0.1859035 1 27 "NO" 3.292 1 55 81 NA NA NA "Meta-Analysis 58" "Group Differences" 0.493698212459058 0.086710996952412 0.493698212459058
1277 2 4 "korm" "Mullen" 2011 85 0.670267338 0.223069972 1 28 "US" 6.132 1 44 41 NA NA NA "Meta-Analysis 58" "Group Differences" 0.328959653812797 0.110431526074847 0.328959653812797
1278 2 4 "korm" "Nosarti" 2006 149 0.276788075 0.168277597 1 33 "GB" 3.292 0 90 59 NA NA NA "Meta-Analysis 58" "Group Differences" 0.134955585953307 0.0827605888602368 0.134955585953307
1279 2 4 "korm" "Nosarti" 2007 125 0.585980934 0.182734609 1 46 "GB" 3.009 0 61 64 NA NA NA "Meta-Analysis 58" "Group Differences" 0.288871704687137 0.0905357460425185 0.288871704687137
1280 2 4 "korm" "Rickards" 2001 161 0.587567802 0.183836173 1 86 "AU" 2.353 1 120 41 NA NA NA "Meta-Analysis 58" "Group Differences" 0.253268733078187 0.079555728417573 0.253268733078187
1281 2 4 "korm" "Samuelsson" 2006 96 0.779059872 0.212412707 1 19 "SE" 2.541 0 44 52 NA NA NA "Meta-Analysis 58" "Group Differences" 0.379033871474498 0.103695169473043 0.379033871474498
1282 2 4 "korm" "Schothorst" 2007 63 0.488280687 0.274131393 1 10 "NL" 3.554 1 43 20 NA NA NA "Meta-Analysis 58" "Group Differences" 0.225376073700763 0.129099444873581 0.225376073700763
1283 2 4 "korm" "Sorensen" 1997 4298 0.32 0.078116403 1 141 "DK" 16.378 1 171 4127 NA NA NA "Meta-Analysis 58" "Group Differences" 0.0625051933338266 0.0152587309688577 0.0625051933338266
1284 2 4 "laws" "Shoquirat & Mayes" 1988 32 1.69 0.411857454 1 20 "GB" 5.428 1 16 16 NA NA NA "Meta-Analysis 59" "Group Differences" 0.767423034489721 0.185695338177052 0.767423034489721
1285 2 4 "laws" "Morice" 1990 94 1.52 0.241594274 1 211 "GB" 7.343 NA 60 34 NA NA NA "Meta-Analysis 59" "Group Differences" 0.677352706098725 0.104828483672192 0.677352706098725
1286 2 4 "laws" "Goldberg et al." 1990 30 1.06 0.390711195 1 284 "US" 13.747 1 16 14 NA NA NA "Meta-Analysis 59" "Group Differences" 0.506840347855326 0.192450089729875 0.506840347855326
